69.7001,69.5208,69.0819,73.2312,71.7393,72.6658,71.8721,72.5874,69.3156,69.2141,68.4663,78.1871,82.8306,81.8230,86.6005,90.8970,90.0156,94.4426,97.7561,97.8647,101.0909,100.9573,104.3107,109.1018,107.2174,112.6184,118.0304,121.3819,124.6924,130.2137
67.6762,67.4884,67.3128,66.8802,71.0380,69.5568,70.4961,69.5960,67.2839,66.4517,75.2702,73.5323,80.2342,84.8577,83.8295,88.5856,92.8602,91.9565,96.3609,99.6516,99.7372,102.9405,102.7839,106.1144,110.8829,108.9758,114.3545,119.7600,123.0917,128.2323
65.9056,65.4183,65.2347,65.0659,64.6427,68.4118,67.3451,65.3004,64.3828,64.3459,71.8218,77.6445,75.6133,82.2938,86.8952,85.8441,90.5769,94.8279,93.9002,98.2805,101.5470,101.6086,104.7877,104.6072,107.9140,112.6590,110.7287,116.0844,121.4776,126.2349
63.8136,63.5996,63.1169,62.9408,62.7824,62.3721,64.6772,62.2572,62.2388,63.0621,69.5043,73.9593,79.7600,77.7058,84.3625,88.9396,87.8637,92.5714,96.7970,95.8439,100.1988,103.4400,103.4763,106.6305,106.4252,109.7075,114.4283,112.4742,117.8065,124.2219
59.3808,61.4574,61.2485,60.7742,60.6096,60.4656,57.0723,60.0723,60.0521,60.9377,69.2590,71.6786,76.1098,81.8858,79.8062,86.4369,90.9875,89.8850,94.5658,98.7647,97.7848,102.1131,105.3279,105.3381,108.4665,108.2357,111.4930,116.1891,114.2108,119.5193
59.0707,56.9722,59.0545,58.8550,58.3935,58.2448,54.8435,57.8435,58.7753,55.7753,67.1739,71.4707,73.8646,78.2693,84.0180,81.9105,88.5131,93.0355,91.9046,96.5572,100.7279,99.7202,104.0208,107.2083,107.1917,110.2936,110.0369,113.2686,117.9397,115.9368
54.8185,56.6074,54.5152,56.6081,56.4229,55.9791,52.5697,55.0635,53.5481,62.8645,61.0515,69.4235,73.6925,76.0578,80.4333,86.1523,84.0149,90.5875,95.0799,93.9193,98.5423,102.6838,101.6472,105.9195,109.0791,109.0350,112.1100,111.8269,115.0327,119.6785
52.3974,52.2979,54.0940,52.0137,54.1226,53.6673,50.2495,51.2526,51.6192,59.1683,67.1565,63.3394,71.6814,75.9196,78.2535,82.5972,88.2844,86.1153,92.6563,97.1174,95.9257,100.5182,104.6296,103.5635,107.8068,110.9379,110.8660,113.9137,113.6039,116.7838
50.0029,49.8168,49.7256,51.5352,49.4731,50.3510,47.8818,49.2791,56.9532,57.0073,61.5262,69.4525,65.6333,73.9421,78.1466,80.4467,84.7567,90.4102,88.2078,94.7159,99.1445,97.9210,102.4821,106.5629,105.4667,109.6805,112.7829,112.6829,115.7032,115.3666
45.9076,47.3595,47.1829,47.1072,47.8833,45.4971,45.4658,54.5025,55.0322,59.3853,59.4064,63.8910,71.7464,67.9272,76.1999,80.3685,82.6327,86.9072,92.5257,90.2888,96.7630,101.1583,99.9022,104.4315,108.4811,107.3546,111.5388,114.6123,114.3940,117.3882
44.5692,43.1984,44.6614,44.5027,43.9177,43.0008,40.0008,52.0717,57.1140,57.5087,61.8256,61.8093,66.2558,73.4842,70.2151,78.4496,82.5802,84.8070,89.0447,94.6271,92.3548,98.7944,103.1560,101.8669,106.3641,110.3824,109.1318,113.2878,116.3338,116.0887
40.7009,41.7909,40.4332,41.3105,38.7859,37.4512,47.5223,45.5956,54.6781,59.6989,59.9896,64.2659,64.2084,68.6137,75.7591,72.4913,80.6858,84.7770,86.9654,91.1653,96.7109,94.4027,100.8074,105.0360,103.7155,108.1820,112.1706,110.8910,115.0189,118.0376
39.1535,37.8501,38.6171,37.6227,34.8118,45.0935,43.4508,52.1329,48.2020,57.2734,62.2195,62.4661,66.6980,66.5964,70.9581,78.0164,74.7506,82.9038,86.9548,89.1039,93.2657,98.6710,96.3285,102.6999,106.8961,105.5442,109.9803,113.9393,112.6310,116.7310
32.5172,35.8366,34.9422,32.0775,30.4482,40.9170,48.4942,46.1489,54.1151,50.8084,59.9755,64.7305,64.9294,69.1143,68.9665,73.2829,80.2513,76.9881,84.9897,89.0020,91.1136,95.2390,100.6091,98.2324,104.5706,108.7347,107.3516,111.7575,115.6872,114.3505
28.0666,29.5107,29.2437,27.6487,38.2944,36.2885,43.7134,51.3111,48.8470,56.7084,53.4032,62.5161,67.2227,67.3717,71.5078,71.3125,75.4678,82.4600,79.0892,87.0508,91.0246,93.0988,97.1880,102.5230,100.1124,106.4178,110.5501,109.1363,113.5124,117.4132
28.9009,24.9769,23.4512,31.2066,33.9422,41.1961,39.1393,46.5098,54.0514,51.5308,59.2781,55.9755,64.8905,69.6688,69.6654,73.7544,73.5135,77.6248,84.5285,81.1626,89.0845,93.0199,95.0571,99.1106,104.4110,101.9671,108.2401,112.3413,110.8972,115.2441
18.3173,21.7253,17.4724,28.2813,36.8927,36.9031,44.0979,41.9796,49.2881,56.6324,54.1873,61.8149,58.3890,67.2224,71.9110,71.9271,75.9691,75.6829,79.7504,86.5661,83.2056,91.0884,94.9862,96.9870,101.0053,106.2719,103.7952,110.0366,114.1072,112.6336
13.6153,12.0553,24.0778,23.6080,33.8333,37.8340,39.8499,46.8322,44.6496,51.8953,59.1786,56.6748,64.1848,60.7655,69.5081,74.2726,74.1527,78.1482,77.8174,81.8421,88.5711,85.2163,93.0609,96.9217,98.8870,102.8711,104.0849,105.5959,109.6263,112.1127
7.1429,5.8824,19.7011,19.1268,26.7436,31.8275,44.0700,42.6124,49.5257,47.2766,54.4585,61.6808,59.1184,66.5115,63.0996,72.0193,76.5062,76.3390,80.2893,79.9150,83.8978,90.5421,87.1932,95.0006,98.8256,100.7563,104.7070,107.8520,107.3685,113.5490
0.0000,14.4152,12.2223,22.8000,25.1437,29.6788,37.6837,46.8505,45.3206,52.1651,49.8504,56.9697,64.1323,61.5130,68.7915,65.3877,74.2577,78.6969,78.4840,82.3904,81.9740,85.9164,92.4781,89.1354,96.9067,100.6970,102.5941,106.5125,110.6629,109.1127
